3	791	0,19953	4,15428		4,6684	7,9887		0,2707	5,6591		3105941784679787004
0	760	0,16481	4,28041		3,1039	7,9929		0,2159	5,6184		4004176106241938462
5	859	0,22188	4,67416		4,4016	7,9900		0,2655	5,8334		-2085429409919069575
2	817	0,22739	4,34711		4,2650	8,0881		0,2987	5,7287		-6051588557801808586
1	878	0,20387	4,69043		3,0618	8,0635		0,2496	5,7600		2998024082762838698
6	851	0,24234	4,42023		4,3016	7,9973		0,3071	5,6082		-8866171103818252393
9	824	0,22597	4,31271		5,3946	8,1326		0,2940	5,6311		-1725555456348781315
5	806	0,14623	4,23932		4,9442	8,0660		0,1959	5,6804		-1823289310626678611
5	867	0,23843	4,72592		5,3882	7,9990		0,2946	5,8462		1512331504746084546
4	881	0,26029	4,65295		4,8556	8,0268		0,3183	5,7011		-4123311129811904613
8	845	0,22214	4,49041		5,3107	8,0158		0,2829	5,7287		8878072625490384161
6	860	0,22137	4,59162		4,8558	7,9937		0,2763	5,7425		-198170898562229428
2	829	0,2012	4,42862		4,0631	7,9822		0,2602	5,7374		-7552287999159953587
6	846	0,20484	4,53408		4,3891	7,9857		0,2593	5,7659		911999020018949576
1	852	0,21274	4,58628		3,4981	7,9965		0,2680	5,8000		5848848474407829497
2	840	0,21714	4,37354		5,1763	7,9887		0,2781	5,6166		1128986849019781320
7	888	0,25493	4,72225		4,6519	8,1325		0,3096	5,7411		196499067912668171
1	872	0,28013	4,67026		5,4793	7,9932		0,3457	5,7780		-1260592298817908853
2	849	0,19768	4,50557		3,8834	7,9782		0,2502	5,7196		-5984821251905186673
10	845	0,28597	4,57654		5,1768	8,0379		0,3633	5,8302		-8475054005579150870
5	909	0,2519	4,74761		4,5031	8,1279		0,2976	5,6305		-7513262638870859283
1	451	0,24106	4,72239		3,5809	7,9944		0,2938	5,7715		2048137876956449962
0	864	0,16323	4,54678		3,4368	8,1278		0,2038	5,6834		-7464051932564881826
5	852	0,24664	4,54506		5,0662	8,0203		0,3108	5,7436		2745075476799703825
10	880	0,22465	4,66525		4,1121	8,0175		0,2750	5,7207		-3675692196891393124
3	866	0,19703	4,51903		3,3173	8,1418		0,2451	5,6293		3859075438308576699
11	909	0,30721	4,82673		5,3986	8,1164		0,3637	5,7311		-3516465135866077224
3	822	0,16748	4,25023		3,3725	7,9843		0,2195	5,5824		9101997188535970477
4	798	0,18217	4,10762		4,7808	8,0802		0,2462	5,5569		-2397308144154096143
11	912	0,3332	4,87652		4,7325	8,0915		0,3928	5,7637		1804748466996161194
0	831	0,18853	4,32731		3,8383	7,9959		0,2432	5,5981		-6284151288187699998
19	867	0,31336	4,53362		4,6882	7,9876		0,3863	5,6170		4751956457030954949
9	877	0,30479	4,78238		5,2141	7,9815		0,3732	5,8719		-8264944077489624453
2	786	0,16083	4,13513		6,0793	8,1077		0,2167	5,6496		7383486155964936503
8	861	0,26205	4,53558		4,1696	8,1104		0,3264	5,6825		4265257362806748499
6	869	0,34945	4,63014		4,6369	7,9903		0,4323	5,7406		7447139157203542130
4	830	0,22096	4,44024		3,7806	7,9968		0,2857	5,7574		7349479541197330940
8	882	0,26931	4,68883		4,9152	8,0901		0,3282	5,7366		7879496582922750837
7	866	0,2697	4,60646		4,8787	8,0505		0,3344	5,7203		2556817004727865208
5	871	0,20676	4,72058		3,8845	8,1482		0,2551	5,8497		-4922447874605543326
11	859	0,30965	4,56832		4,9352	7,9908		0,3884	5,7412		2928366998407919340
5	880	0,27041	4,65595		5,2172	8,1461		0,3292	5,6909		6752978305546876493
5	797	0,22862	4,23455		5,2183	7,9955		0,3078	5,7180		-2450255380145417581
8	796	0,20646	4,22706		4,6241	7,9803		0,2780	5,6988		-7238920792985649322
2	900	0,26139	4,74061		3,5038	7,9829		0,3129	5,6771		-2540301714574264331
8	824	0,25324	4,42563		5,3709	8,0875		0,3295	5,7683		2718103492182132729
18	810	0,27031	4,1811		5,2027	8,0252		0,3566	5,5332		6635052056727236951
3	814	0,21411	4,31483		4,7146	7,9993		0,2816	5,6910		-6841354074536786012
7	872	0,29077	4,63459		5,5760	8,0317		0,3586	5,7346		-1059430850529934731
3	874	0,28696	4,68903		5,4689	8,0920		0,3533	5,7914		778983804379956873
9	848	0,21419	4,45159		4,9910	7,9789		0,2705	5,6535		-7953639681231584146
4	817	0,18214	4,26399		4,9950	7,9826		0,2390	5,6090		-7339031466697515851
9	874	0,28492	4,60792		5,7424	7,9987		0,3500	5,6787		5944052869530569983
8	816	0,19394	4,25408		5,1823	7,9774		0,2541	5,5998		-5259161009371476383
4	874	0,24246	4,62554		5,2810	7,9945		0,2985	5,7076		632461477310403827
1	842	0,17218	4,54794		3,8726	7,9986		0,2187	5,8067		2845069868041656712
10	809	0,2277	4,32216		4,0079	8,0432		0,3024	5,7551		-5115382387462909478
3	910	0,28864	4,89484		4,8491	8,0283		0,3425	5,8092		2685062796960286905
0	867	0,17178	4,6023		3,7119	7,9976		0,2120	5,7195		2782687641389479672
5	831	0,21286	4,30808		4,8470	8,0473		0,2740	5,5738		-340881406850293971
0	852	0,13423	4,50229		2,4669	8,2507		0,1699	5,7057		-7591368929316728448
2	832	0,20498	4,48953		4,4458	8,1408		0,2651	5,8168		-7936809304443063780
9	880	0,27894	4,75553		3,9984	7,9796		0,3400	5,8170		-5792295471071513598
7	886	0,27097	4,65767		4,0043	7,9893		0,3291	5,6722		-3665180704053214389
3	828	0,18926	4,2988		4,1227	8,0162		0,2462	5,6062		-1416276591683754719
8	863	0,21097	4,49605		4,6532	8,0373		0,2621	5,6021		6230563327777124585
9	879	0,30977	4,68565		4,2778	7,9835		0,3788	5,7460		5129692001733903752
14	838	0,22407	4,43212		4,3398	8,0240		0,2870	5,7003		-4715701694639255908
5	820	0,18169	4,30169		4,7943	8,0027		0,2375	5,6387		429531804193513757
2	848	0,16476	4,4845		3,5350	7,9896		0,2081	5,6842		7157388776045706197
4	798	0,19498	4,13806		5,5621	7,9901		0,2609	5,5709		1853962556107153271
6	859	0,25793	4,57765		4,5991	7,9881		0,3231	5,7430		1846207379789138795
8	835	0,26857	4,44841		3,8738	7,9878		0,3436	5,7225		-8044117396428421234
5	841	0,23224	4,49333		4,1103	7,9894		0,2961	5,7500		-2777315929479589785
5	866	0,2957	4,54411		4,3544	7,9884		0,3670	5,6521		-7146439952866473295
4	838	0,22805	4,49104		4,2362	7,9933		0,2928	5,7722		730358934474187805
3	895	0,22059	4,70811		4,4774	7,9712		0,2644	5,6627		-4708856340279506244
2	834	0,193	4,4173		4,3148	7,9997		0,2476	5,7098		2598966196617230715
1	851	0,24996	4,48425		3,5062	8,2786		0,3161	5,6752		6168583245422661513
2	788	0,14517	4,10704		4,4462	7,9649		0,1977	5,6183		3409976238312280485
3	839	0,18111	4,41589		3,7160	7,9956		0,2323	5,6756		4290978270422966182
0	827	0,15275	4,37117		2,9688	7,9926		0,1982	5,6922		-3346060563711875648
6	870	0,20119	4,49421		4,5987	8,0779		0,2479	5,5684		-2202004257873383352
9	806	0,24351	4,2262		5,2783	7,9945		0,3234	5,6428		-6151844829573080563
8	854	0,22466	4,48696		4,1778	8,1241		0,2831	5,6661		8384655104684253312
5	851	0,22181	4,53107		5,0204	7,9914		0,2785	5,7233		6248870016062131770
5	889	0,24891	4,66985		4,1742	8,0393		0,2993	5,6389		1251895231303562156
5	848	0,25124	4,45649		4,8363	7,9901		0,3169	5,6479		-7034733833100091660
6	877	0,25756	4,72668		5,8643	7,9935		0,3153	5,7887		7132419931803467567
8	849	0,2496	4,52916		5,1235	8,0040		0,3164	5,7591		-2813495765165019968
1	841	0,21264	4,52117		4,3825	7,9913		0,2704	5,7867		-4247327460377559196
4	849	0,21916	4,46286		3,2574	7,9745		0,2768	5,6671		-1922981338234192885
9	831	0,23252	4,53712		4,9801	7,9973		0,3007	5,8888		6689954988661180367
14	854	0,24279	4,58365		5,5440	8,0924		0,3045	5,7801		1644026886842745471
5	910	0,27565	4,9608		4,7937	7,9859		0,3235	5,8632		6203247170064024213
12	829	0,24914	4,34824		4,0503	7,9857		0,3226	5,6517		3046196404903425431
2	821	0,1832	4,30548		3,8602	7,9787		0,2383	5,6321		-7723730295329180882
0	826	0,18623	4,38316		4,4735	7,9879		0,2414	5,6969		-8642005706787099019
6	846	0,25381	4,49797		4,4107	8,0776		0,3209	5,7017		-3389891742185131944
9	883	0,25568	4,72013		4,3536	7,9994		0,3116	5,7646		7887683751506818802
11	888	0,29699	4,68862		5,3081	7,9971		0,3591	5,6790		-1266331881015719602
5	840	0,21715	4,37325		4,6270	7,9958		0,2762	5,6010		-2809053258388663305
13	856	0,26809	4,5916		5,6106	7,9993		0,3374	5,7875		-1365756711277770183
5	875	0,22362	4,56926		5,3923	8,0105		0,2731	5,6172		8297728997108490506
4	877	0,29097	4,53836		5,1611	7,9880		0,3575	5,5788		8716680215227798502
2	849	0,21035	4,5253		4,1400	8,0067		0,2615	5,7243		-652979839662075605
1	811	0,16553	4,29493		3,7935	8,1578		0,2182	5,6943		-5664383402871932230
9	868	0,27099	4,73527		5,0007	8,0680		0,3360	5,8869		-8230682436271773471
3	858	0,23566	4,6164		4,3877	8,0096		0,2955	5,8031		7584041416909496546
5	856	0,2425	4,55532		4,2086	8,0973		0,3045	5,7421		-160895611992210033
2	868	0,22565	4,61192		4,0759	8,1446		0,2785	5,7107		-568005279309676594
10	857	0,28359	4,59264		4,8404	8,1629		0,3560	5,7843		-5500456873841048053
1	877	0,23096	4,70531		4,1191	8,0227		0,2834	5,7803		-5681612682431851297
3	800	0,23513	4,23778		4,5687	7,9950		0,3162	5,7052		8748537200138119280
12	909	0,33554	4,98409		5,4083	8,0289		0,3964	5,9032		-8157746409581042338
18	903	0,3205	4,82476		5,3605	8,0907		0,3812	5,7567		-2955936507957153485
8	849	0,24144	4,55366		4,2885	8,0210		0,3045	5,7684		7223683738186468784
4	845	0,22137	4,52775		4,0261	7,9927		0,2816	5,7712		-7542594202903040140
2	852	0,25472	4,40043		5,4308	8,0646		0,3213	5,5683		-8785430294312693817
1	848	0,19734	4,49748		4,1669	8,0649		0,2507	5,7271		326243227610526358
7	905	0,30332	4,80955		5,8157	8,1864		0,3584	5,7075		-1074806006299831076
3	825	0,19482	4,18951		5,0495	8,0505		0,2535	5,4695		1675118362947454225
0	849	0,21274	4,49334		3,4949	8,0803		0,2690	5,7089		6879713943020590682
3	842	0,23494	4,40459		3,8399	8,1915		0,2999	5,6397		-1977432142492057466
6	880	0,29697	4,61973		3,8840	8,2539		0,3644	5,6696		-2960175016155274723
10	810	0,22979	4,34128		5,6465	8,1811		0,3033	5,7588		301988203144498963
0	791	0,14217	4,10147		2,9557	7,9787		0,1924	5,5751		3168554334856670683
8	877	0,30421	4,79515		4,9668	7,9856		0,3720	5,8893		-2975857650277945880
23	835	0,3355	4,52073		4,7653	7,9922		0,4303	5,8237		-1727482048697586206
2	840	0,23144	4,55151		3,7919	7,9997		0,2958	5,8416		-9142455048967338726
4	828	0,22879	4,32759		4,4069	8,0067		0,2966	5,6296		6551306330296328963
10	867	0,33512	4,61128		5,0906	7,9819		0,4169	5,7441		622616849942522039
3	865	0,23967	4,61108		4,6655	7,9685		0,2965	5,7377		6401820517002466254
9	881	0,26145	4,70564		4,3958	8,0270		0,3190	5,7596		4533895533101405977
11	837	0,24888	4,50149		5,1102	7,9999		0,3199	5,7939		-1405953302340934402
4	852	0,21674	4,48696		4,1454	8,0953		0,2740	5,6818		-7694617481790896001
4	833	0,17962	4,43201		3,8146	8,0173		0,2314	5,7301		-3129968321056176841
3	898	0,25181	4,76355		4,1782	8,0406		0,2945	5,6907		-8970203453862452263
5	804	0,19983	4,1357		4,8789	7,9961		0,2674	5,5424		-614016008452055058
5	836	0,21211	4,39304		4,3130	8,0219		0,2729	5,6679		-1152506764994958110
5	848	0,24996	4,59038		5,4459	8,0309		0,3153	5,8187		-8071990454262510681
3	841	0,20562	4,55214		3,9210	8,0921		0,2624	5,8215		312434927145009012
4	884	0,23542	4,75888		5,5895	8,0787		0,2860	5,8012		-695911437978523802
7	877	0,2742	4,63128		5,1977	7,9717		0,3342	5,6703		-6944667325384348649
5	790	0,1762	4,22787		3,6672	8,1097		0,2405	5,7777		-2619279037453788321
0	811	0,16553	4,29317		2,7150	8,0914		0,2156	5,6838		4069160211114199514
